model,split,MAE,RMSE,R2
MyExtraTreesRegressor,train,0.3507761378412112,0.832504612080971,0.9910844052448388
MyExtraTreesRegressor,val,0.58437438897624,1.2731830476146784,0.9772560772082469
MyExtraTreesRegressor,test,0.5443599357070139,1.1218822060876044,0.9830266590744203
