country_name,country_code,year,population,pop_growth,life_expectancy,gdp_growth,sanitation,electricity,water_access,co2_emissions,labor_force,is_covid,log1p_gdp_per_capita,electricity_water_interaction,basic_services_gap
Cameroon,CMR,2024.0,-0.03375322421119029,0.8284720024140166,63.9681,0.03552671724574811,-0.41480997054506974,0.5941138405942342,-0.9139966815144266,-0.48152396335520903,0.41594404452910005,0,-0.727242218373931,-0.16802356399104387,0.1571346234349478
Curacao,CUW,2003.0,-0.25725680572236753,0.4870290980020197,73.603,-0.5101259320773077,0.2246476749128744,0.6189161963277295,0.6835482449229712,-0.26729410184677355,7.137836401163614e-16,0,0.6772198149795347,0.7214216705702596,-0.5342199437165089
Peru,PER,2008.0,-0.03687315547836061,-0.3837455463125117,72.743,0.9799504187592256,-0.9959053012172651,0.08389395121947589,-0.061306222876692254,-0.3741319215996728,1.7244854211726168,0,-0.19993309426616024,-0.09848615549939196,0.3929958515505863
Estonia,EST,2015.0,-0.2481329053460206,-0.7511328766733198,77.590243902439,-0.2488147891737214,1.3625625077934744,0.6260025836801568,0.7233687662897744,1.189496163686966,0.07640236995094167,0,0.7151272448060328,0.7495215648803706,-1.0191659981995782
"Egypt, Arab Rep.",EGY,2014.0,0.4935930458608663,0.6199504143503822,69.911,-0.0671136994343496,-0.7846233781144135,0.6189161963277295,0.6252315973774232,-0.2637512791636653,-1.2998464293747292,0,-0.385669525013089,0.6895322616433048,-0.10078521191158925
Cabo Verde,CPV,2003.0,-0.25462422615487995,0.043993851625952395,70.006,0.14537021490597424,-0.6179279112572261,-0.6601767207853805,-0.4029726455924229,-0.4372762196956568,-0.36188766738175177,0,-0.767360492906257,-0.7915491901712981,0.6417201438359333
"Bahamas, The",BHS,2020.0,-0.2552218423619035,-0.6053958906803443,72.994,-3.945608962097795,0.5997712406149918,0.6260025836801568,0.47833024493703885,-0.20240027267681251,0.7379058986779156,1,0.963007295207563,0.6152581336611527,-0.6392762948598258
Angola,AGO,2008.0,-0.09191972924002087,1.5513239676092716,55.281,1.2598237936342378,-1.2662574536452347,-1.5530615271912083,-2.272816024183564,-0.42457426059261344,1.6269425318189503,0,-0.1448009612672537,-1.8273936807334799,1.776798998692723
Austria,AUT,2013.0,-0.1929010798112079,-0.426276370210733,81.1365853658537,-0.6009821212999937,1.709952752784138,0.6260025836801568,0.741157863158412,0.3584007523993852,-0.06976127990444872,0,1.3780180060118516,0.7592687065570712,-1.1677595360369664
El Salvador,SLV,2022.0,-0.20985746832788849,-0.5490199133329595,71.969,-0.06058865298187926,-0.5871696772512294,0.6260025836801568,0.20824241489028056,-0.3751805456877612,-0.0980899048248753,0,-0.07939847686931421,0.467269488478178,-0.07709319630960225
